sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid,sex-race
1,30,25 - 45,0,0,3,0,18,M,Battery,0,Male-African-American
1,29,25 - 45,0,0,0,0,1,F,False Imprisonment,0,Male-African-American
1,26,25 - 45,1,0,0,1,3,M,Petit Theft $100- $300,0,Male-Caucasian
1,51,Greater than 45,0,0,0,0,5,M,Driving License Suspended,0,Male-African-American
1,36,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,62,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,35,25 - 45,0,0,0,0,1,M,Violation License Restrictions,0,Male-African-American
1,22,Less than 25,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
1,40,25 - 45,0,0,0,0,0,F,Stalking (Aggravated),0,Male-African-American
1,36,25 - 45,0,0,0,0,2,F,Possession of Cocaine,0,Male-African-American
1,69,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,27,25 - 45,0,0,1,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,27,25 - 45,0,0,0,0,1,F,Throw Deadly Missile Into Veh,0,Male-African-American
0,24,Less than 25,0,0,0,0,6,M,arrest case no charge,0,Female-African-American
1,42,25 - 45,1,0,0,0,0,F,Aggravated Assault w/Firearm,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,1,F,Burglary Conveyance Unoccup,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,0,F,Uttering a Forged Instrument,0,Male-African-American
1,22,Less than 25,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,21,Less than 25,1,0,0,0,0,F,Burglary Structure Unoccup,0,Male-Caucasian
1,30,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,46,Greater than 45,1,0,0,0,9,M,Battery,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,40,25 - 45,0,0,0,0,1,M,Battery,0,Male-African-American
1,34,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,3,M,arrest case no charge,0,Male-Hispanic
1,59,Greater than 45,1,0,0,0,3,M,Driving Under The Influence,1,Male-Caucasian
1,37,25 - 45,0,0,0,0,0,F,"Aggr Child Abuse-Torture,Punish",0,Male-Native American
1,50,Greater than 45,0,0,0,0,0,F,Aggravated Battery / Pregnant,0,Male-African-American
1,57,Greater than 45,0,0,0,0,8,F,Felony Battery w/Prior Convict,1,Male-African-American
1,31,25 - 45,0,0,0,0,5,M,Assault,0,Male-African-American
1,44,25 - 45,0,0,0,0,9,F,Grand Theft in the 3rd Degree,0,Male-African-American
0,25,25 - 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-Caucasian
1,51,Greater than 45,0,0,0,0,5,M,arrest case no charge,0,Male-African-American
1,57,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,55,Greater than 45,1,0,0,0,0,M,DUI - Enhanced,0,Male-Caucasian
0,42,25 - 45,0,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,21,Less than 25,0,0,0,0,0,F,Purchase Cannabis,0,Male-Other
0,24,Less than 25,0,0,0,0,0,M,Battery,0,Female-Hispanic
1,42,25 - 45,0,0,0,0,1,F,Tampering With Physical Evidence,0,Male-African-American
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,58,Greater than 45,1,0,0,0,0,M,DUI Blood Alcohol Above 0.20,0,Male-Caucasian
1,46,Greater than 45,0,0,0,0,2,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,35,25 - 45,0,0,0,0,4,M,Battery,0,Male-African-American
1,42,25 - 45,0,0,0,0,2,F,Possession of Cocaine,0,Male-African-American
1,32,25 - 45,0,0,0,1,8,F,Aggravated Battery / Pregnant,0,Male-African-American
1,31,25 - 45,0,0,0,0,5,F,Grand Theft in the 3rd Degree,0,Male-Other
0,33,25 - 45,0,0,0,0,1,M,Battery,0,Female-African-American
1,25,25 - 45,1,0,0,0,4,F,Robbery / No Weapon,0,Male-Caucasian
0,33,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,21,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-Hispanic
1,56,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,38,25 - 45,1,0,0,0,0,M,Battery,1,Male-Caucasian
0,40,25 - 45,0,0,0,0,4,M,arrest case no charge,0,Female-African-American
1,28,25 - 45,0,0,0,1,4,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,51,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,35,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,61,Greater than 45,0,0,0,0,5,F,Possession of Cocaine,0,Male-African-American
1,25,25 - 45,0,0,0,0,0,F,Poss Unlaw Issue Driver Licenc,0,Male-African-American
1,26,25 - 45,0,0,0,0,0,M,Petit Theft,0,Male-African-American
1,42,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
0,25,25 - 45,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,31,25 - 45,0,0,0,0,9,F,Poss of Methylethcathinone,0,Male-African-American
1,35,25 - 45,1,0,0,1,1,F,Possession of Cocaine,0,Male-Caucasian
1,34,25 - 45,1,0,0,0,0,F,Lewd/Lasc Battery Pers 12+/<16,0,Male-Caucasian
0,33,25 - 45,1,0,0,0,1,M,Battery,0,Female-Caucasian
1,30,25 - 45,0,0,0,1,3,F,Carrying Concealed Firearm,0,Male-African-American
0,50,Greater than 45,0,0,0,0,7,M,Battery,0,Female-African-American
1,21,Less than 25,0,0,0,0,0,F,Burglary Dwelling Armed,0,Male-African-American
0,23,Less than 25,0,0,0,0,0,M,Battery,0,Female-African-American
1,25,25 - 45,0,0,0,0,1,F,Burglary Conveyance Unoccup,0,Male-African-American
0,24,Less than 25,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
1,60,Greater than 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,30,25 - 45,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
0,32,25 - 45,0,0,0,0,0,M,Battery,0,Female-Other
1,46,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,21,Less than 25,1,0,0,1,0,M,Battery,1,Male-Caucasian
1,35,25 - 45,0,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,28,25 - 45,0,0,0,0,2,M,Resist/Obstruct W/O Violence,0,Male-African-American
1,46,Greater than 45,1,0,0,1,2,M,Possess Cannabis/20 Grams Or Less,0,Male-Caucasian
1,56,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,24,Less than 25,0,0,0,0,1,M,Battery,1,Male-African-American
0,33,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,48,Greater than 45,1,0,0,0,2,M,arrest case no charge,0,Male-Caucasian
1,25,25 - 45,0,0,0,0,0,F,Poss Contr Subst W/o Prescript,0,Male-Hispanic
1,37,25 - 45,0,0,0,0,0,F,Tamper With Witness/Victim/CI,1,Male-Hispanic
0,43,25 - 45,1,0,0,0,7,F,Agg Battery Grt/Bod/Harm,0,Female-Caucasian
1,32,25 - 45,1,0,0,0,0,F,Driving While License Revoked,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,3,F,arrest case no charge,0,Male-Other
1,49,Greater than 45,1,0,0,0,4,F,Aggravated Assault w/Firearm,0,Male-Caucasian
1,24,Less than 25,1,0,0,0,0,F,Robbery W/Deadly Weapon,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,1,F,Grand Theft (Motor Vehicle),0,Male-African-American
1,42,25 - 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Male-Caucasian
1,36,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Hispanic
1,29,25 - 45,1,0,0,1,7,M,Battery,1,Male-Caucasian
1,39,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,53,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,21,Less than 25,0,0,0,0,0,F,Burglary Structure Unoccup,1,Male-Other
1,41,25 - 45,0,0,0,0,4,F,Child Abuse,0,Male-African-American
1,22,Less than 25,1,0,0,2,5,F,Possession Of Alprazolam,1,Male-Caucasian
1,22,Less than 25,1,0,0,2,0,F,Grand Theft (Motor Vehicle),1,Male-Caucasian
1,25,25 - 45,0,0,0,0,2,F,Pos Cannabis W/Intent Sel/Del,0,Male-African-American
1,51,Greater than 45,0,0,0,0,2,F,arrest case no charge,0,Male-Other
1,24,Less than 25,0,0,0,1,0,F,Possession of Cannabis,0,Male-African-American
1,37,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Male-African-American
1,37,25 - 45,1,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,Male-Caucasian
0,27,25 - 45,0,0,0,0,0,M,Battery,0,Female-Other
1,21,Less than 25,0,0,0,0,0,F,Robbery / No Weapon,0,Male-Other
1,35,25 - 45,0,0,0,0,1,F,Aggravated Battery / Pregnant,1,Male-African-American
0,24,Less than 25,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
1,49,Greater than 45,1,0,0,0,2,M,DUI Property Damage/Injury,0,Male-Caucasian
1,38,25 - 45,0,0,0,0,9,F,arrest case no charge,0,Male-African-American
1,61,Greater than 45,0,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Other
0,30,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,22,Less than 25,0,0,0,0,3,F,Battery on a Person Over 65,0,Male-African-American
1,52,Greater than 45,1,0,0,0,0,M,Driving Under The Influence,0,Male-Caucasian
1,26,25 - 45,1,0,0,0,0,F,Aggravated Battery / Pregnant,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,0,M,Battery,0,Male-Other
1,29,25 - 45,0,0,0,0,4,F,arrest case no charge,0,Male-African-American
1,26,25 - 45,1,0,0,0,2,F,D.U.I. Serious Bodily Injury,0,Male-Caucasian
0,46,Greater than 45,0,0,0,0,4,F,arrest case no charge,0,Female-African-American
0,46,Greater than 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Female-African-American
1,29,25 - 45,0,0,0,0,12,F,Possession of Cocaine,1,Male-African-American
1,41,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
0,25,25 - 45,0,0,0,0,5,F,Poss Anti-Shoplifting Device,0,Female-African-American
1,23,Less than 25,0,1,0,0,2,F,Deliver Cocaine,0,Male-African-American
1,30,25 - 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,34,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,52,Greater than 45,1,0,0,0,2,F,arrest case no charge,0,Male-Caucasian
1,51,Greater than 45,0,0,0,0,4,M,Susp Drivers Lic 1st Offense,0,Male-African-American
0,49,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
0,47,Greater than 45,1,0,0,0,0,F,Battery on Law Enforc Officer,0,Female-Caucasian
1,27,25 - 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,21,Less than 25,0,0,0,0,0,F,Burglary Structure Unoccup,0,Male-African-American
1,30,25 - 45,1,0,0,0,3,F,Crimin Mischief Damage $1000+,1,Male-Caucasian
1,70,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,38,25 - 45,0,0,0,0,15,F,Aggravated Assault w/Firearm,0,Male-African-American
1,29,25 - 45,0,0,0,0,0,F,Crim Use of Personal ID Info,0,Male-African-American
1,38,25 - 45,0,0,0,0,3,F,Possession of Cocaine,0,Male-Hispanic
0,27,25 - 45,1,0,0,0,0,F,Possession of Cannabis,0,Female-Caucasian
1,44,25 - 45,0,0,0,0,0,M,Driving Under The Influence,0,Male-Hispanic
1,31,25 - 45,1,0,0,0,6,M,Battery,0,Male-Caucasian
0,30,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,40,25 - 45,0,0,0,0,3,F,Driving While License Revoked,0,Male-African-American
1,33,25 - 45,1,0,0,0,1,M,Susp Drivers Lic 1st Offense,0,Male-Caucasian
1,31,25 - 45,0,0,1,0,1,M,Possess Cannabis/20 Grams Or Less,0,Male-Hispanic
1,61,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,30,25 - 45,1,0,0,0,2,F,Use Of 2 Way Device To Fac Fel,0,Male-Caucasian
1,62,Greater than 45,1,0,0,0,0,M,Assault,0,Male-Caucasian
1,48,Greater than 45,1,0,0,0,9,F,Grand Theft (Motor Vehicle),0,Male-Caucasian
0,40,25 - 45,1,0,0,0,0,F,Possession of Cocaine,0,Female-Caucasian
1,24,Less than 25,1,0,0,0,0,F,Possession Of Methamphetamine,0,Male-Caucasian
1,63,Greater than 45,1,0,0,0,0,M,DUI Property Damage/Injury,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,4,F,Possession of Cocaine,0,Male-African-American
1,51,Greater than 45,0,0,0,0,1,F,Neglect Child / No Bodily Harm,0,Male-African-American
1,39,25 - 45,1,0,0,0,3,F,arrest case no charge,1,Male-Caucasian
1,22,Less than 25,0,0,0,0,0,M,Petit Theft,0,Male-African-American
1,59,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
1,38,25 - 45,0,0,5,0,37,M,arrest case no charge,1,Male-African-American
1,23,Less than 25,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
1,38,25 - 45,0,0,0,0,2,F,Burglary Dwelling Assault/Batt,1,Male-African-American
0,34,25 - 45,1,0,0,0,2,F,Possession of Cannabis,0,Female-Caucasian
1,31,25 - 45,0,0,0,0,1,F,Felony Battery (Dom Strang),0,Male-African-American
1,43,25 - 45,0,0,0,0,0,F,Deliver Cannabis,0,Male-African-American
1,40,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,22,Less than 25,0,0,0,1,0,F,Uttering a Forged Instrument,0,Male-African-American
0,40,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-Other
0,45,Greater than 45,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,21,Less than 25,1,0,1,2,1,F,Burglary Conveyance Unoccup,0,Male-Caucasian
1,35,25 - 45,1,0,0,0,6,F,Battery on a Person Over 65,1,Male-Caucasian
1,52,Greater than 45,0,0,0,0,1,M,Viol Injunct Domestic Violence,1,Male-African-American
1,48,Greater than 45,1,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,0,Male-Caucasian
1,48,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,47,Greater than 45,0,0,0,0,0,M,Battery,0,Male-African-American
1,35,25 - 45,0,3,0,0,13,F,Possession of Cocaine,0,Male-African-American
1,52,Greater than 45,0,0,0,0,2,F,arrest case no charge,0,Male-African-American
1,21,Less than 25,1,0,0,0,0,M,Battery,1,Male-Caucasian
1,53,Greater than 45,1,0,0,0,1,M,Aggravated Assault W/Dead Weap,0,Male-Caucasian
1,22,Less than 25,0,0,0,0,0,M,Open Carrying Of Weapon,0,Male-African-American
1,45,Greater than 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
0,27,25 - 45,1,0,0,0,0,F,Burglary With Assault/battery,0,Female-Caucasian
1,25,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,28,25 - 45,1,0,0,0,3,F,arrest case no charge,0,Male-Caucasian
1,36,25 - 45,0,0,0,0,3,M,Battery,1,Male-African-American
1,42,25 - 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
0,33,25 - 45,1,0,0,0,2,F,Poss Contr Subst W/o Prescript,0,Female-Caucasian
0,42,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
0,28,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,27,25 - 45,0,0,0,0,25,F,arrest case no charge,1,Male-African-American
0,21,Less than 25,1,0,0,0,0,F,Burglary Unoccupied Dwelling,0,Female-Caucasian
1,36,25 - 45,1,0,0,0,0,F,Felony Battery (Dom Strang),0,Male-Caucasian
1,28,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,34,25 - 45,0,0,0,0,3,F,Felony Driving While Lic Suspd,0,Male-African-American
0,25,25 - 45,0,0,0,0,1,F,Aggrav Battery w/Deadly Weapon,0,Female-African-American
1,21,Less than 25,0,0,1,0,1,M,Assault,0,Male-African-American
1,48,Greater than 45,0,0,0,0,1,F,Hiring with Intent to Defraud,0,Male-African-American
1,37,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,37,25 - 45,1,0,0,0,1,M,Battery,1,Male-Caucasian
1,39,25 - 45,1,0,0,0,1,F,Solicit Deliver Cocaine,0,Male-Caucasian
1,49,Greater than 45,0,0,0,0,2,F,arrest case no charge,0,Male-Other
1,43,25 - 45,1,0,0,0,5,F,Burglary Structure Unoccup,0,Male-Caucasian
1,53,Greater than 45,0,0,0,0,1,M,DUI Property Damage/Injury,0,Male-African-American
1,39,25 - 45,1,0,0,0,0,M,Viol Injunct Domestic Violence,0,Male-Caucasian
1,36,25 - 45,1,0,0,0,2,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
0,24,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
1,35,25 - 45,0,0,0,0,0,M,Battery,0,Male-Hispanic
1,23,Less than 25,0,0,0,0,3,F,Tampering With Physical Evidence,0,Male-African-American
1,26,25 - 45,0,0,0,0,2,F,Aggrav Battery w/Deadly Weapon,0,Male-African-American
0,30,25 - 45,0,0,3,2,14,F,Carrying Concealed Firearm,1,Female-African-American
1,25,25 - 45,1,0,0,0,2,M,Driving Under The Influence,0,Male-Caucasian
1,26,25 - 45,0,0,0,0,2,M,Battery,0,Male-African-American
1,60,Greater than 45,0,0,0,0,0,F,False Imprisonment,0,Male-Hispanic
0,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,23,Less than 25,1,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",0,Male-Caucasian
1,26,25 - 45,0,0,0,0,5,F,arrest case no charge,1,Male-African-American
1,40,25 - 45,1,0,0,0,4,M,Driving Under The Influence,0,Male-Caucasian
1,28,25 - 45,0,0,0,0,1,F,Felony Driving While Lic Suspd,1,Male-Other
1,53,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,24,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Female-African-American
1,31,25 - 45,0,0,0,0,0,F,Stalking (Aggravated),0,Male-Hispanic
0,33,25 - 45,1,0,0,0,2,F,Possession of Hydromorphone,0,Female-Caucasian
1,26,25 - 45,1,0,3,0,8,F,Robbery / Weapon,1,Male-Caucasian
1,32,25 - 45,1,0,0,0,2,F,Possession Of Alprazolam,0,Male-Caucasian
1,25,25 - 45,1,0,0,0,0,F,arrest case no charge,1,Male-Caucasian
1,21,Less than 25,0,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,38,25 - 45,0,0,0,0,3,F,Felony Battery w/Prior Convict,0,Male-African-American
1,23,Less than 25,1,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,0,Male-Caucasian
1,20,Less than 25,1,0,0,1,0,F,arrest case no charge,1,Male-Caucasian
1,24,Less than 25,0,0,0,0,1,F,Burglary Unoccupied Dwelling,1,Male-African-American
1,23,Less than 25,0,0,0,0,0,F,Agg Fleeing/Eluding High Speed,0,Male-Hispanic
1,49,Greater than 45,0,0,0,0,3,F,arrest case no charge,0,Male-African-American
1,28,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,67,Greater than 45,1,0,0,0,3,F,arrest case no charge,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,0,F,Aggravated Battery / Pregnant,0,Male-Hispanic
1,52,Greater than 45,0,0,0,0,0,F,Solicitation On Felony 3 Deg,0,Male-African-American
1,22,Less than 25,1,0,0,0,1,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,40,25 - 45,1,0,0,0,0,M,Battery,1,Male-Caucasian
1,30,25 - 45,1,0,0,0,1,M,Expired DL More Than 6 Months,1,Male-Caucasian
1,42,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,46,Greater than 45,1,0,0,0,4,F,Video Voyeur-<24Y on Child >16,0,Male-Caucasian
1,38,25 - 45,0,0,0,0,4,F,Sell or Offer for Sale Counterfeit Goods,0,Male-African-American
1,26,25 - 45,1,0,0,0,0,M,Grand Theft (Motor Vehicle),0,Male-Caucasian
1,27,25 - 45,0,0,0,0,2,F,Lewd/Lasc Battery Pers 12+/<16,0,Male-Hispanic
1,61,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,57,Greater than 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Male-Caucasian
1,24,Less than 25,1,0,0,3,3,M,Battery,1,Male-Caucasian
1,34,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,27,25 - 45,0,0,0,0,1,F,Throw Missile Into Pub/Priv Dw,0,Male-Hispanic
1,35,25 - 45,0,0,0,0,10,M,Viol Prot Injunc Repeat Viol,1,Male-African-American
1,44,25 - 45,0,0,0,0,0,F,Robbery / No Weapon,0,Male-African-American
1,61,Greater than 45,1,0,0,0,10,F,Burglary Conveyance Unoccup,0,Male-Caucasian
1,42,25 - 45,0,0,0,0,4,M,Driving License Suspended,0,Male-African-American
0,53,Greater than 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,26,25 - 45,0,0,0,0,3,M,Poss Of Controlled Substance,0,Male-African-American
1,50,Greater than 45,1,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-Caucasian
1,44,25 - 45,1,3,0,0,16,M,Driving Under The Influence,0,Male-Caucasian
1,24,Less than 25,0,0,1,3,4,F,Agg Assault W/int Com Fel Dome,1,Male-African-American
1,50,Greater than 45,1,0,0,0,0,F,Possession of Cocaine,0,Male-Caucasian
0,36,25 - 45,1,0,0,0,0,M,Battery,0,Female-Caucasian
1,39,25 - 45,1,0,0,0,0,F,arrest case no charge,0,Male-Caucasian
0,54,Greater than 45,0,0,0,0,7,F,Fraudulent Use of Credit Card,0,Female-African-American
1,29,25 - 45,0,0,0,0,0,M,Resist Officer w/Violence,0,Male-African-American
1,26,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,34,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,20,Less than 25,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,26,25 - 45,0,0,0,0,4,F,Possession Of Methamphetamine,1,Male-African-American
1,26,25 - 45,0,0,0,0,0,F,Grand Theft in the 3rd Degree,0,Male-African-American
1,55,Greater than 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
1,22,Less than 25,0,0,0,0,0,M,Prowling/Loitering,0,Male-African-American
0,26,25 - 45,0,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,0,Female-African-American
1,56,Greater than 45,0,0,0,0,0,M,Battery,0,Male-Other
1,46,Greater than 45,0,0,0,0,2,F,Possession Of Diazepam,0,Male-Other
1,28,25 - 45,0,0,0,0,4,F,Burglary Structure Assault/Batt,0,Male-African-American
1,33,25 - 45,0,0,0,0,8,F,Possession of Oxycodone,0,Male-African-American
0,31,25 - 45,0,0,0,0,0,M,Battery,0,Female-African-American
1,26,25 - 45,0,0,0,0,1,M,Poss Of Controlled Substance,0,Male-African-American
1,34,25 - 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,33,25 - 45,0,0,0,0,0,F,Sell or Offer for Sale Counterfeit Goods,0,Male-Other
0,32,25 - 45,0,0,0,0,0,F,Felony Driving While Lic Suspd,0,Female-African-American
1,37,25 - 45,0,0,0,0,9,F,Poss Cocaine/Intent To Del/Sel,1,Male-African-American
1,50,Greater than 45,0,0,0,0,1,F,Possession of Cocaine,0,Male-African-American
1,35,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
0,52,Greater than 45,0,0,0,0,8,F,arrest case no charge,0,Female-African-American
1,26,25 - 45,0,0,1,2,5,F,Shoot In Occupied Dwell,1,Male-African-American
1,19,Less than 25,0,0,0,0,0,M,Battery,1,Male-Other
1,24,Less than 25,0,0,0,0,0,M,Battery,0,Male-African-American
1,21,Less than 25,0,0,1,0,1,F,Robbery / No Weapon,0,Male-African-American
1,54,Greater than 45,1,0,0,0,0,M,Battery,0,Male-Caucasian
1,49,Greater than 45,1,0,0,0,0,F,Grand Theft (Motor Vehicle),0,Male-Caucasian
1,42,25 - 45,1,0,0,0,1,F,arrest case no charge,0,Male-Caucasian
1,74,Greater than 45,1,0,0,0,0,M,DUI - Enhanced,0,Male-Caucasian
0,38,25 - 45,0,0,0,0,0,F,Possession of Cannabis,0,Female-Hispanic
0,39,25 - 45,0,0,0,0,1,F,arrest case no charge,0,Female-African-American
0,38,25 - 45,0,0,0,0,0,F,arrest case no charge,0,Female-African-American
1,53,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,23,Less than 25,0,0,1,0,2,F,Burglary Unoccupied Dwelling,0,Male-African-American
0,64,Greater than 45,1,0,0,0,1,F,arrest case no charge,0,Female-Caucasian
0,41,25 - 45,0,0,0,0,0,F,Burglary Structure Unoccup,0,Female-Hispanic
1,53,Greater than 45,0,0,0,0,0,M,Driving Under The Influence,0,Male-Other
1,34,25 - 45,0,0,0,0,0,F,Battery on a Person Over 65,0,Male-African-American
1,26,25 - 45,0,0,0,0,1,M,Criminal Mischief Damage <$200,0,Male-African-American
1,44,25 - 45,1,0,0,0,4,F,Driving While License Revoked,0,Male-Caucasian
0,27,25 - 45,1,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,0,Female-Caucasian
1,28,25 - 45,1,0,0,0,14,F,Pos Cannabis W/Intent Sel/Del,0,Male-Caucasian
1,55,Greater than 45,1,0,0,0,1,M,DUI Property Damage/Injury,0,Male-Caucasian
1,36,25 - 45,0,0,0,0,15,F,arrest case no charge,0,Male-African-American
1,23,Less than 25,0,0,0,0,1,F,arrest case no charge,0,Male-African-American
1,56,Greater than 45,0,0,0,0,1,M,Driving Under The Influence,0,Male-African-American
1,37,25 - 45,1,0,0,0,1,M,Battery,0,Male-Caucasian
1,45,Greater than 45,0,0,0,0,3,M,Viol Pretrial Release Dom Viol,0,Male-African-American
0,31,25 - 45,0,0,0,0,14,F,Aggravated Assault,0,Female-African-American
1,42,25 - 45,0,0,0,0,7,F,Felony Battery (Dom Strang),1,Male-African-American
