sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex-race
Male,26,25 - 45,African-American,0,0,0,2,M,Battery,4,Low,0,Male-African-American
Male,60,Greater than 45,Hispanic,0,0,0,0,F,False Imprisonment,1,Low,0,Male-Hispanic
Female,20,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium,0,Female-African-American
Male,23,Less than 25,Caucasian,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",3,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,5,F,arrest case no charge,7,Medium,1,Male-African-American
Male,40,25 - 45,Caucasian,0,0,0,4,M,Driving Under The Influence,1,Low,0,Male-Caucasian
Male,28,25 - 45,Other,0,0,0,1,F,Felony Driving While Lic Suspd,3,Low,1,Male-Other
Male,53,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Male-Caucasian
Female,24,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low,0,Female-African-American
Male,31,25 - 45,Hispanic,0,0,0,0,F,Stalking (Aggravated),1,Low,0,Male-Hispanic
Female,33,25 - 45,Caucasian,0,0,0,2,F,Possession of Hydromorphone,3,Low,0,Female-Caucasian
Male,26,25 - 45,Caucasian,0,3,0,8,F,Robbery / Weapon,10,High,1,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,2,F,Possession Of Alprazolam,2,Low,0,Male-Caucasian
Male,25,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,2,Low,1,Male-Caucasian
Male,21,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,38,25 - 45,African-American,0,0,0,3,F,Felony Battery w/Prior Convict,5,Medium,0,Male-African-American
Male,23,Less than 25,Caucasian,0,0,0,0,F,Fleeing Or Attmp Eluding A Leo,2,Low,0,Male-Caucasian
Male,20,Less than 25,Caucasian,0,0,1,0,F,arrest case no charge,6,Medium,1,Male-Caucasian
Male,24,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,2,Low,1,Male-African-American
Male,23,Less than 25,Hispanic,0,0,0,0,F,Agg Fleeing/Eluding High Speed,2,Low,0,Male-Hispanic
Male,49,Greater than 45,African-American,0,0,0,3,F,arrest case no charge,4,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Male-Caucasian
Male,67,Greater than 45,Caucasian,0,0,0,3,F,arrest case no charge,1,Low,0,Male-Caucasian
Male,33,25 - 45,Hispanic,0,0,0,0,F,Aggravated Battery / Pregnant,1,Low,0,Male-Hispanic
Male,52,Greater than 45,African-American,0,0,0,0,F,Solicitation On Felony 3 Deg,1,Low,0,Male-African-American
Male,22,Less than 25,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,9,High,0,Male-Caucasian
Male,40,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,1,Male-Caucasian
Male,30,25 - 45,Caucasian,0,0,0,1,M,Expired DL More Than 6 Months,8,High,1,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Male-African-American
Male,46,Greater than 45,Caucasian,0,0,0,4,F,Video Voyeur-<24Y on Child >16,2,Low,0,Male-Caucasian
Male,38,25 - 45,African-American,0,0,0,4,F,Sell or Offer for Sale Counterfeit Goods,3,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,M,Grand Theft (Motor Vehicle),5,Medium,0,Male-Caucasian
Male,27,25 - 45,Hispanic,0,0,0,2,F,Lewd/Lasc Battery Pers 12+/<16,3,Low,0,Male-Hispanic
Male,61,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,4,Low,0,Male-Caucasian
Male,57,Greater than 45,Caucasian,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Low,0,Male-Caucasian
Male,24,Less than 25,Caucasian,0,0,3,3,M,Battery,5,Medium,1,Male-Caucasian
Male,34,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Male-African-American
Male,27,25 - 45,Hispanic,0,0,0,1,F,Throw Missile Into Pub/Priv Dw,2,Low,0,Male-Hispanic
Male,35,25 - 45,African-American,0,0,0,10,M,Viol Prot Injunc Repeat Viol,8,High,1,Male-African-American
Male,44,25 - 45,African-American,0,0,0,0,F,Robbery / No Weapon,1,Low,0,Male-African-American
Male,61,Greater than 45,Caucasian,0,0,0,10,F,Burglary Conveyance Unoccup,6,Medium,0,Male-Caucasian
Male,42,25 - 45,African-American,0,0,0,4,M,Driving License Suspended,1,Low,0,Male-African-American
Female,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,26,25 - 45,African-American,0,0,0,3,M,Poss Of Controlled Substance,10,High,0,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium,0,Male-Caucasian
Male,44,25 - 45,Caucasian,3,0,0,16,M,Driving Under The Influence,7,Medium,0,Male-Caucasian
Male,24,Less than 25,African-American,0,1,3,4,F,Agg Assault W/int Com Fel Dome,6,Medium,1,Male-African-American
Male,50,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low,0,Male-Caucasian
Female,36,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Female-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,3,Low,0,Male-Caucasian
Female,54,Greater than 45,African-American,0,0,0,7,F,Fraudulent Use of Credit Card,6,Medium,0,Female-African-American
Male,29,25 - 45,African-American,0,0,0,0,M,Resist Officer w/Violence,2,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,M,Battery,6,Medium,0,Male-Caucasian
Male,34,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,20,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,4,F,Possession Of Methamphetamine,8,High,1,Male-African-American
Male,26,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low,0,Male-African-American
Male,55,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,4,Low,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,0,M,Prowling/Loitering,9,High,0,Male-African-American
Female,26,25 - 45,African-American,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,4,Low,0,Female-African-American
Male,56,Greater than 45,Other,0,0,0,0,M,Battery,1,Low,0,Male-Other
Male,46,Greater than 45,Other,0,0,0,2,F,Possession Of Diazepam,3,Low,0,Male-Other
Male,28,25 - 45,African-American,0,0,0,4,F,Burglary Structure Assault/Batt,7,Medium,0,Male-African-American
Male,33,25 - 45,African-American,0,0,0,8,F,Possession of Oxycodone,6,Medium,0,Male-African-American
Female,31,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,26,25 - 45,African-American,0,0,0,1,M,Poss Of Controlled Substance,5,Medium,0,Male-African-American
Male,34,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,33,25 - 45,Other,0,0,0,0,F,Sell or Offer for Sale Counterfeit Goods,1,Low,0,Male-Other
Female,32,25 - 45,African-American,0,0,0,0,F,Felony Driving While Lic Suspd,2,Low,0,Female-African-American
Male,37,25 - 45,African-American,0,0,0,9,F,Poss Cocaine/Intent To Del/Sel,6,Medium,1,Male-African-American
Male,50,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,5,Medium,0,Male-African-American
Male,35,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Female,52,Greater than 45,African-American,0,0,0,8,F,arrest case no charge,9,High,0,Female-African-American
Male,26,25 - 45,African-American,0,1,2,5,F,Shoot In Occupied Dwell,7,Medium,1,Male-African-American
Male,19,Less than 25,Other,0,0,0,0,M,Battery,9,High,1,Male-Other
Male,24,Less than 25,African-American,0,0,0,0,M,Battery,2,Low,0,Male-African-American
Male,21,Less than 25,African-American,0,1,0,1,F,Robbery / No Weapon,9,High,0,Male-African-American
Male,54,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,49,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft (Motor Vehicle),1,Low,0,Male-Caucasian
Male,42,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low,0,Male-Caucasian
Male,74,Greater than 45,Caucasian,0,0,0,0,M,DUI - Enhanced,1,Low,0,Male-Caucasian
Female,38,25 - 45,Hispanic,0,0,0,0,F,Possession of Cannabis,1,Low,0,Female-Hispanic
Female,39,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Female-African-American
Female,38,25 - 45,African-American,0,0,0,0,F,arrest case no charge,1,Low,0,Female-African-American
Male,53,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,23,Less than 25,African-American,0,1,0,2,F,Burglary Unoccupied Dwelling,9,High,0,Male-African-American
Female,64,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low,0,Female-Caucasian
Female,41,25 - 45,Hispanic,0,0,0,0,F,Burglary Structure Unoccup,1,Low,0,Female-Hispanic
Male,53,Greater than 45,Other,0,0,0,0,M,Driving Under The Influence,1,Low,0,Male-Other
Male,34,25 - 45,African-American,0,0,0,0,F,Battery on a Person Over 65,1,Low,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,1,M,Criminal Mischief Damage <$200,1,Low,0,Male-African-American
Male,44,25 - 45,Caucasian,0,0,0,4,F,Driving While License Revoked,2,Low,0,Male-Caucasian
Female,27,25 - 45,Caucasian,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,2,Low,0,Female-Caucasian
Male,28,25 - 45,Caucasian,0,0,0,14,F,Pos Cannabis W/Intent Sel/Del,9,High,0,Male-Caucasian
Male,55,Greater than 45,Caucasian,0,0,0,1,M,DUI Property Damage/Injury,1,Low,0,Male-Caucasian
Male,36,25 - 45,African-American,0,0,0,15,F,arrest case no charge,5,Medium,0,Male-African-American
Male,23,Less than 25,African-American,0,0,0,1,F,arrest case no charge,4,Low,0,Male-African-American
Male,56,Greater than 45,African-American,0,0,0,1,M,Driving Under The Influence,1,Low,0,Male-African-American
Male,37,25 - 45,Caucasian,0,0,0,1,M,Battery,6,Medium,0,Male-Caucasian
Male,45,Greater than 45,African-American,0,0,0,3,M,Viol Pretrial Release Dom Viol,2,Low,0,Male-African-American
Female,31,25 - 45,African-American,0,0,0,14,F,Aggravated Assault,8,High,0,Female-African-American
Male,42,25 - 45,African-American,0,0,0,7,F,Felony Battery (Dom Strang),5,Medium,1,Male-African-American
Female,36,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Female-African-American
Male,54,Greater than 45,Caucasian,0,0,0,0,M,Prostitution/Lewd Act Assignation,1,Low,0,Male-Caucasian
Male,23,Less than 25,Hispanic,0,0,0,0,M,Leaving Acc/Unattended Veh,7,Medium,0,Male-Hispanic
Male,61,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Female,42,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Female-Caucasian
Male,27,25 - 45,African-American,0,0,0,1,M,Possess Cannabis/20 Grams Or Less,5,Medium,0,Male-African-American
Male,24,Less than 25,Caucasian,0,0,0,2,M,Battery,3,Low,0,Male-Caucasian
Male,38,25 - 45,Caucasian,0,0,0,0,F,Felony Battery (Dom Strang),1,Low,0,Male-Caucasian
Male,21,Less than 25,Caucasian,0,1,1,1,M,Unl/Disturb Education/Instui,3,Low,0,Male-Caucasian
Male,39,25 - 45,Caucasian,0,0,0,0,F,Possession of Cocaine,4,Low,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,0,F,Uttering a Forged Instrument,1,Low,0,Male-Caucasian
Male,29,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,3,Low,0,Male-Caucasian
Male,44,25 - 45,African-American,1,0,0,7,F,Poss of Cocaine W/I/D/S 1000FT Park,6,Medium,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,0,M,Susp Drivers Lic 1st Offense,2,Low,0,Male-African-American
Male,27,25 - 45,African-American,0,0,0,8,F,Felony Battery (Dom Strang),7,Medium,1,Male-African-American
Male,61,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,27,25 - 45,African-American,0,0,0,1,M,Battery,1,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,9,M,Violation Of Boater Safety Id,4,Low,1,Male-Caucasian
Male,25,25 - 45,African-American,0,0,0,2,F,arrest case no charge,4,Low,0,Male-African-American
Male,23,Less than 25,Other,0,0,0,5,M,Resist/Obstruct W/O Violence,10,High,1,Male-Other
Male,23,Less than 25,African-American,0,0,0,1,M,Leave Acc/Attend Veh/More $50,4,Low,0,Male-African-American
Male,30,25 - 45,Other,0,1,1,3,M,Battery,1,Low,0,Male-Other
Female,45,Greater than 45,African-American,0,0,0,2,F,False Motor Veh Insurance Card,3,Low,0,Female-African-American
Female,26,25 - 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,21,Less than 25,Caucasian,0,0,0,0,F,arrest case no charge,8,High,1,Male-Caucasian
Female,62,Greater than 45,Caucasian,0,0,0,0,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Low,0,Female-Caucasian
Male,48,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,3,Low,0,Male-Caucasian
Male,53,Greater than 45,African-American,0,0,0,1,M,DWLS Susp/Cancel Revoked,1,Low,0,Male-African-American
Male,28,25 - 45,African-American,1,1,0,5,F,Aggrav Stalking After Injunctn,10,High,0,Male-African-American
Male,56,Greater than 45,Caucasian,0,0,0,1,F,Fleeing Or Attmp Eluding A Leo,2,Low,0,Male-Caucasian
Male,35,25 - 45,Hispanic,0,0,0,2,F,arrest case no charge,1,Low,0,Male-Hispanic
Male,35,25 - 45,African-American,0,0,0,4,M,Driving License Suspended,5,Medium,0,Male-African-American
Female,37,25 - 45,African-American,1,0,0,7,F,Deliver Cocaine 1000FT Store,3,Low,0,Female-African-American
Female,32,25 - 45,African-American,0,0,0,0,F,Uttering Forged Bills,2,Low,0,Female-African-American
Male,53,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,32,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low,0,Male-Caucasian
Male,26,25 - 45,Caucasian,0,0,0,0,M,Criminal Mischief Damage <$200,2,Low,0,Male-Caucasian
Male,61,Greater than 45,Caucasian,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low,0,Male-Caucasian
Male,21,Less than 25,African-American,0,0,0,0,M,Battery,10,High,0,Male-African-American
Male,69,Greater than 45,African-American,0,0,0,22,M,Assault,5,Medium,0,Male-African-American
Male,26,25 - 45,African-American,0,0,0,0,M,Driving Under The Influence,4,Low,0,Male-African-American
Male,30,25 - 45,African-American,0,0,0,9,F,Poss of Firearm by Convic Felo,10,High,1,Male-African-American
Male,21,Less than 25,Caucasian,0,0,0,1,F,arrest case no charge,4,Low,0,Male-Caucasian
Male,41,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,2,Low,0,Male-Caucasian
Male,22,Less than 25,Caucasian,0,0,0,0,F,Aggravated Battery On 65/Older,3,Low,0,Male-Caucasian
Female,54,Greater than 45,Caucasian,0,0,0,0,F,Agg Battery Grt/Bod/Harm,3,Low,1,Female-Caucasian
Male,50,Greater than 45,Caucasian,0,0,0,2,M,Battery,1,Low,1,Male-Caucasian
Male,37,25 - 45,Other,2,0,0,11,F,Pos Cannabis W/Intent Sel/Del,3,Low,0,Male-Other
Male,26,25 - 45,Caucasian,0,0,0,5,M,Lve/Scen/Acc/Veh/Prop/Damage,4,Low,0,Male-Caucasian
Female,59,Greater than 45,African-American,0,0,0,0,M,Battery,2,Low,0,Female-African-American
Male,67,Greater than 45,Hispanic,0,0,0,0,F,Solicitation On Felony 3 Deg,1,Low,0,Male-Hispanic
Male,45,Greater than 45,Hispanic,0,0,0,8,F,Felony Petit Theft,6,Medium,0,Male-Hispanic
Male,22,Less than 25,African-American,0,0,1,0,F,Carjacking w/o Deadly Weapon,3,Low,0,Male-African-American
Male,27,25 - 45,Other,0,0,0,0,M,Battery,5,Medium,0,Male-Other
Female,37,25 - 45,African-American,0,0,0,13,F,Felony Driving While Lic Suspd,6,Medium,0,Female-African-American
Male,45,Greater than 45,Caucasian,0,0,0,2,M,arrest case no charge,2,Low,0,Male-Caucasian
Male,52,Greater than 45,African-American,0,0,0,7,F,Felony Petit Theft,5,Medium,0,Male-African-American
Female,21,Less than 25,African-American,0,0,0,0,F,Possession Of Alprazolam,6,Medium,0,Female-African-American
Male,33,25 - 45,Caucasian,0,0,0,3,F,arrest case no charge,6,Medium,0,Male-Caucasian
Male,26,25 - 45,African-American,1,0,0,3,F,Felony Battery w/Prior Convict,10,High,1,Male-African-American
Male,37,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Male-Caucasian
Male,40,25 - 45,Other,0,0,0,1,F,Felony Battery (Dom Strang),1,Low,0,Male-Other
Male,21,Less than 25,African-American,1,0,0,1,F,arrest case no charge,5,Medium,0,Male-African-American
Male,37,25 - 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,4,Low,0,Male-Caucasian
Male,44,25 - 45,Caucasian,0,0,0,0,F,Use of Anti-Shoplifting Device,1,Low,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,0,F,Possession of Cannabis,2,Low,0,Male-African-American
Male,40,25 - 45,Hispanic,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Low,0,Male-Hispanic
Male,49,Greater than 45,Caucasian,0,0,0,1,F,Resist Officer w/Violence,1,Low,0,Male-Caucasian
Male,67,Greater than 45,Caucasian,0,0,0,0,M,DUI- Enhanced,1,Low,0,Male-Caucasian
Male,31,25 - 45,Caucasian,0,0,0,6,M,DUI Property Damage/Injury,7,Medium,0,Male-Caucasian
Male,30,25 - 45,African-American,0,0,0,7,F,Driving While License Revoked,3,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,0,1,M,Assault,2,Low,0,Male-Caucasian
Male,55,Greater than 45,Caucasian,0,0,0,0,M,DUI- Enhanced,1,Low,0,Male-Caucasian
Male,42,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low,0,Male-Caucasian
Male,43,25 - 45,African-American,0,0,0,4,M,Viol Pretrial Release Dom Viol,5,Medium,1,Male-African-American
Male,44,25 - 45,African-American,0,0,0,0,F,Aggrav Child Abuse-Causes Harm,1,Low,0,Male-African-American
Male,29,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low,0,Male-Hispanic
Male,31,25 - 45,Hispanic,0,0,0,0,M,Petit Theft $100- $300,5,Medium,0,Male-Hispanic
Male,41,25 - 45,African-American,0,0,0,1,F,Grand Theft Firearm,1,Low,0,Male-African-American
Male,29,25 - 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,5,Medium,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low,0,Male-Caucasian
Female,27,25 - 45,African-American,0,0,0,1,F,arrest case no charge,3,Low,0,Female-African-American
Male,35,25 - 45,Caucasian,0,0,0,4,M,Battery,2,Low,0,Male-Caucasian
Male,54,Greater than 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low,0,Male-Caucasian
Male,20,Less than 25,African-American,0,0,0,0,F,Burglary Dwelling Occupied,6,Medium,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,0,F,arrest case no charge,6,Medium,0,Male-Caucasian
Male,21,Less than 25,African-American,0,0,0,1,F,Burglary Unoccupied Dwelling,7,Medium,0,Male-African-American
Male,54,Greater than 45,African-American,0,0,0,0,M,Petit Theft $100- $300,1,Low,0,Male-African-American
Male,39,25 - 45,African-American,0,0,0,1,F,arrest case no charge,1,Low,0,Male-African-American
Female,33,25 - 45,Caucasian,0,0,0,0,M,Susp Drivers Lic 1st Offense,1,Low,0,Female-Caucasian
Female,35,25 - 45,African-American,0,0,0,0,M,Battery,4,Low,0,Female-African-American
Male,53,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low,0,Male-African-American
Male,28,25 - 45,Caucasian,0,0,1,2,M,Exposes Culpable Negligence,4,Low,0,Male-Caucasian
Male,26,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,8,High,0,Male-African-American
Male,31,25 - 45,African-American,0,1,0,3,F,Felony Battery (Dom Strang),5,Medium,0,Male-African-American
Male,33,25 - 45,Hispanic,0,0,0,1,M,Driving Under The Influence,4,Low,0,Male-Hispanic
Male,28,25 - 45,African-American,0,0,0,1,F,Possession of Codeine,7,Medium,0,Male-African-American
Male,23,Less than 25,Caucasian,0,0,4,4,F,Poss Pyrrolidinovalerophenone,6,Medium,1,Male-Caucasian
Male,36,25 - 45,African-American,0,0,0,6,F,Cruelty Toward Child,5,Medium,0,Male-African-American
Male,22,Less than 25,African-American,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,3,Low,0,Male-African-American
Male,37,25 - 45,African-American,0,0,0,3,M,Battery,2,Low,0,Male-African-American
Female,52,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Female-Caucasian
Male,26,25 - 45,Caucasian,0,0,0,0,F,Aggravated Battery,2,Low,0,Male-Caucasian
Female,33,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,4,Low,0,Female-Caucasian
Female,55,Greater than 45,Caucasian,0,0,0,0,M,Driving Under The Influence,1,Low,0,Female-Caucasian
Male,37,25 - 45,African-American,0,0,0,2,M,Driving License Suspended,1,Low,0,Male-African-American
Male,41,25 - 45,African-American,0,0,0,0,F,Aggravated Assault w/Firearm,1,Low,0,Male-African-American
Male,26,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low,0,Male-Caucasian
Male,41,25 - 45,African-American,0,0,0,13,F,Aggravated Battery,5,Medium,0,Male-African-American
Male,33,25 - 45,African-American,0,0,0,6,F,Pos Cannabis W/Intent Sel/Del,6,Medium,0,Male-African-American
Male,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium,0,Male-African-American
Male,27,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,3,Low,0,Male-Caucasian
Male,24,Less than 25,Caucasian,0,0,0,0,F,Tamper With Victim,5,Medium,1,Male-Caucasian
Male,30,25 - 45,African-American,0,1,0,10,F,arrest case no charge,9,High,0,Male-African-American
Male,55,Greater than 45,Caucasian,0,0,0,1,F,Possession of Cocaine,3,Low,0,Male-Caucasian
Male,35,25 - 45,African-American,0,0,0,0,F,Aggravated Battery,3,Low,0,Male-African-American
Male,20,Less than 25,African-American,0,0,0,1,M,Prowling/Loitering,4,Low,0,Male-African-American
Male,31,25 - 45,African-American,0,2,0,8,M,Battery,10,High,1,Male-African-American
Male,33,25 - 45,Caucasian,0,0,0,7,F,Neglect Child / No Bodily Harm,9,High,1,Male-Caucasian
Male,44,25 - 45,Caucasian,0,0,0,6,F,arrest case no charge,6,Medium,1,Male-Caucasian
