sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text
Male,53,Greater than 45,African-American,0,0,0,18,M,Unlaw Use False Name/Identity,7,Medium
Male,27,25 - 45,African-American,0,0,0,3,M,Battery,3,Low
Male,26,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,3,Low
Male,25,25 - 45,Caucasian,0,0,0,1,F,"Poss3,4 Methylenedioxymethcath",6,Medium
Male,66,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,24,Less than 25,African-American,0,0,0,0,M,Possess Cannabis/20 Grams Or Less,5,Medium
Male,60,Greater than 45,Caucasian,0,0,0,18,M,Driving Under The Influence,2,Low
Male,73,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,44,25 - 45,African-American,0,0,0,0,F,arrest case no charge,2,Low
Male,42,25 - 45,Hispanic,0,0,0,0,M,Driving Under The Influence,1,Low
Male,40,25 - 45,African-American,0,0,0,6,F,Possession of Cocaine,7,Medium
Male,21,Less than 25,Hispanic,0,0,0,0,F,Grand Theft (Motor Vehicle),10,High
Male,56,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,34,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,47,Greater than 45,African-American,0,0,0,1,M,Battery,1,Low
Male,58,Greater than 45,Caucasian,0,0,0,3,F,Felony Battery w/Prior Convict,2,Low
Male,48,Greater than 45,Caucasian,0,0,0,3,F,Possession of Hydromorphone,4,Low
Female,20,Less than 25,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low
Female,53,Greater than 45,African-American,0,0,0,10,F,Aggravated Assault W/dead Weap,2,Low
Male,29,25 - 45,African-American,0,0,0,0,F,Driving While License Revoked,9,High
Male,38,25 - 45,Other,0,0,0,1,M,Battery,1,Low
Male,25,25 - 45,Hispanic,0,0,0,2,M,Battery,3,Low
Male,53,Greater than 45,Caucasian,0,0,0,1,M,Battery,1,Low
Male,22,Less than 25,Caucasian,0,0,3,0,M,Possess Tobacco Product Under 18,7,Medium
Female,32,25 - 45,Hispanic,0,0,0,1,M,Burglary Conveyance Occupied,2,Low
Male,26,25 - 45,Caucasian,0,0,0,9,M,Possess Cannabis/20 Grams Or Less,7,Medium
Female,48,Greater than 45,Other,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,1,Low
Male,23,Less than 25,African-American,0,0,0,4,F,Poss Cntrft Contr Sub w/Intent,10,High
Female,22,Less than 25,Caucasian,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,5,Medium
Female,54,Greater than 45,Caucasian,0,0,0,1,M,Resist/Obstruct W/O Violence,2,Low
Male,24,Less than 25,Caucasian,0,2,0,6,F,arrest case no charge,9,High
Female,28,25 - 45,Caucasian,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,5,Medium
Female,22,Less than 25,African-American,0,0,0,1,F,Murder in the First Degree,5,Medium
Male,35,25 - 45,African-American,0,0,0,0,F,Tampering With Physical Evidence,4,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Aggravated Battery / Pregnant,3,Low
Male,49,Greater than 45,Caucasian,0,0,0,1,M,Felony Battery w/Prior Convict,1,Low
Male,26,25 - 45,African-American,0,0,0,6,F,Aggravated Battery / Pregnant,9,High
Male,30,25 - 45,African-American,0,1,0,7,F,Burglary Conveyance Unoccup,9,High
Female,45,Greater than 45,Caucasian,0,1,0,7,F,arrest case no charge,2,Low
Female,34,25 - 45,African-American,0,0,0,1,F,Neglect Child / No Bodily Harm,7,Medium
Male,60,Greater than 45,Hispanic,0,0,0,4,F,Grand Theft in the 3rd Degree,1,Low
Male,58,Greater than 45,Caucasian,0,0,0,0,M,Viol Injunction Protect Dom Vi,1,Low
Male,30,25 - 45,African-American,0,0,0,0,M,DUI Level 0.15 Or Minor In Veh,1,Low
Male,56,Greater than 45,African-American,0,0,0,24,F,Felony Petit Theft,8,High
Male,33,25 - 45,African-American,0,0,0,2,M,Battery,1,Low
Male,25,25 - 45,Caucasian,0,1,0,9,F,Burglary Dwelling Occupied,9,High
Male,24,Less than 25,African-American,0,0,0,3,F,Crimin Mischief Damage $1000+,3,Low
Male,23,Less than 25,Caucasian,0,1,0,2,F,arrest case no charge,8,High
Male,25,25 - 45,African-American,0,0,0,1,F,Possession of Hydrocodone,4,Low
Male,32,25 - 45,African-American,0,0,4,9,F,Burglary Unoccupied Dwelling,9,High
Male,22,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low
Male,26,25 - 45,Caucasian,0,0,0,10,F,Driving While License Revoked,7,Medium
Male,29,25 - 45,African-American,0,0,0,1,M,Battery,2,Low
Male,22,Less than 25,Caucasian,0,0,0,0,F,Pos Cannabis W/Intent Sel/Del,6,Medium
Female,26,25 - 45,African-American,0,0,0,3,F,Aggravated Assault W/dead Weap,5,Medium
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,7,Medium
Male,54,Greater than 45,Caucasian,0,0,0,2,M,Battery,1,Low
Male,22,Less than 25,African-American,0,0,1,0,F,Uttering a Forged Instrument,8,High
Male,24,Less than 25,Other,0,0,0,1,F,Aggravated Assault W/dead Weap,4,Low
Female,22,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,24,Less than 25,African-American,0,0,0,5,F,Felony Driving While Lic Suspd,3,Low
Female,30,25 - 45,African-American,0,0,0,3,F,Felony Driving While Lic Suspd,6,Medium
Male,20,Less than 25,Caucasian,0,0,2,0,F,Grand Theft in the 3rd Degree,4,Low
Male,29,25 - 45,Hispanic,0,0,0,0,F,Traff In Cocaine <400g>150 Kil,5,Medium
Male,28,25 - 45,Caucasian,0,0,0,5,F,arrest case no charge,5,Medium
Male,37,25 - 45,Other,0,0,0,0,M,Battery,1,Low
Male,23,Less than 25,Caucasian,0,0,1,3,F,arrest case no charge,6,Medium
Female,44,25 - 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,30,25 - 45,Caucasian,0,0,0,3,F,Murder In 2nd Degree W/firearm,2,Low
Male,32,25 - 45,African-American,0,0,0,0,F,Possession of Cocaine,1,Low
Male,40,25 - 45,African-American,0,1,1,24,M,Battery,8,High
Male,34,25 - 45,Hispanic,0,0,0,2,M,Operating W/O Valid License,3,Low
Female,33,25 - 45,African-American,0,0,0,3,M,Battery,4,Low
Male,37,25 - 45,Hispanic,0,0,0,1,M,Battery,1,Low
Male,24,Less than 25,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,2,Low
Male,31,25 - 45,Caucasian,0,0,0,9,F,arrest case no charge,8,High
Male,52,Greater than 45,African-American,0,0,0,0,F,Neglect Child / Bodily Harm,4,Low
Male,25,25 - 45,African-American,0,0,1,5,F,Poss Meth/Diox/Meth/Amp (MDMA),10,High
Female,46,Greater than 45,African-American,0,0,0,7,M,Battery,8,High
Male,62,Greater than 45,Caucasian,0,0,0,3,M,Battery,1,Low
Male,36,25 - 45,Caucasian,0,0,0,0,M,Battery,7,Medium
Male,24,Less than 25,African-American,0,0,1,2,F,Trans/Harm/Material to a Minor,3,Low
Male,25,25 - 45,Caucasian,0,2,1,9,F,arrest case no charge,9,High
Male,21,Less than 25,African-American,0,0,1,0,M,Battery,10,High
Male,38,25 - 45,Asian,0,0,0,0,M,Battery,1,Low
Male,52,Greater than 45,African-American,0,0,0,0,M,Battery,1,Low
Male,29,25 - 45,African-American,0,0,0,5,F,Possession Burglary Tools,10,High
Male,59,Greater than 45,African-American,0,0,0,13,F,Felony Petit Theft,2,Low
Male,48,Greater than 45,Hispanic,0,0,0,1,M,Driving Under The Influence,1,Low
Male,31,25 - 45,Other,0,0,0,3,M,Battery,1,Low
Male,20,Less than 25,African-American,0,1,1,1,F,Burglary Conveyance Unoccup,10,High
Male,31,25 - 45,Caucasian,0,0,0,4,F,Felony Petit Theft,7,Medium
Female,24,Less than 25,African-American,0,0,0,2,M,Unlaw LicTag/Sticker Attach,6,Medium
Male,32,25 - 45,African-American,0,0,0,2,F,Possession of Cocaine,8,High
Male,55,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,28,25 - 45,African-American,1,0,0,7,F,Grand Theft in the 3rd Degree,10,High
Female,20,Less than 25,African-American,0,0,0,1,F,Battery on Law Enforc Officer,6,Medium
Female,39,25 - 45,Hispanic,0,0,2,10,F,Battery on a Person Over 65,4,Low
Male,25,25 - 45,African-American,0,1,1,10,F,Deliver Cocaine,10,High
Female,35,25 - 45,Caucasian,0,0,0,1,M,Battery,4,Low
Male,32,25 - 45,African-American,0,1,3,12,M,Battery,10,High
Male,69,Greater than 45,Other,0,0,0,0,M,Battery,1,Low
Male,21,Less than 25,Hispanic,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,38,25 - 45,African-American,0,0,0,0,F,Driving While License Revoked,8,High
Male,35,25 - 45,Caucasian,0,0,0,2,M,Viol Prot Injunc Repeat Viol,2,Low
Male,52,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,21,Less than 25,African-American,0,0,0,0,F,arrest case no charge,8,High
Male,43,25 - 45,African-American,0,0,0,8,M,Battery,2,Low
Male,49,Greater than 45,Caucasian,0,0,0,5,F,Robbery / No Weapon,6,Medium
Female,27,25 - 45,Caucasian,0,0,0,0,M,Battery,3,Low
Male,48,Greater than 45,Caucasian,0,0,0,20,F,Possession of Cocaine,8,High
Male,20,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Male,49,Greater than 45,Other,0,0,0,7,F,Child Abuse,6,Medium
Male,42,25 - 45,Other,0,0,0,6,M,Assault,3,Low
Male,63,Greater than 45,African-American,0,0,0,6,F,arrest case no charge,3,Low
Male,40,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low
Male,21,Less than 25,African-American,0,0,0,1,F,Grand Theft in the 3rd Degree,10,High
Male,27,25 - 45,Caucasian,0,0,0,1,M,Battery,2,Low
Male,35,25 - 45,Caucasian,0,0,0,0,M,Battery,10,High
Male,47,Greater than 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,44,25 - 45,Caucasian,0,0,0,2,M,Battery,4,Low
Male,56,Greater than 45,Hispanic,0,0,0,0,F,Poss Cocaine/Intent To Del/Sel,1,Low
Male,23,Less than 25,African-American,0,0,0,0,M,Battery,3,Low
Male,54,Greater than 45,African-American,0,0,0,10,F,Possession of Cocaine,6,Medium
Male,38,25 - 45,Caucasian,0,0,0,17,F,Felony Petit Theft,10,High
Male,44,25 - 45,Caucasian,0,0,0,2,F,Felony Petit Theft,3,Low
Male,52,Greater than 45,African-American,0,0,0,3,M,Resist/Obstruct W/O Violence,3,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Prowling/Loitering,9,High
Female,30,25 - 45,Caucasian,0,0,0,9,F,arrest case no charge,4,Low
Male,56,Greater than 45,African-American,0,0,0,6,F,Possession of Cocaine,2,Low
Male,35,25 - 45,African-American,0,0,0,12,F,Possession of Oxycodone,8,High
Male,29,25 - 45,Caucasian,0,0,0,0,M,Battery,1,Low
Male,23,Less than 25,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,5,Medium
Male,26,25 - 45,Caucasian,0,0,0,0,M,Criminal Mischief>$200<$1000,5,Medium
Female,64,Greater than 45,African-American,0,0,0,1,M,Resist/Obstruct W/O Violence,1,Low
Female,58,Greater than 45,Other,0,0,0,0,F,Harass Witness/Victm/Informnt,1,Low
Male,20,Less than 25,Caucasian,0,0,2,1,F,Grand Theft of the 2nd Degree,2,Low
Male,21,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,5,Medium
Male,25,25 - 45,African-American,0,13,1,21,F,Driving While License Revoked,9,High
Female,30,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,47,Greater than 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,1,Low
Male,30,25 - 45,Caucasian,0,0,0,4,F,Use of Anti-Shoplifting Device,4,Low
Male,47,Greater than 45,African-American,0,0,0,1,F,Possession of Cocaine,1,Low
Male,30,25 - 45,Hispanic,0,0,0,2,M,Susp Drivers Lic 1st Offense,2,Low
Male,24,Less than 25,Caucasian,0,0,2,1,F,Possession Of Alprazolam,3,Low
Male,26,25 - 45,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,9,High
Male,39,25 - 45,Caucasian,0,0,0,3,F,Possession of Cocaine,2,Low
Male,40,25 - 45,Caucasian,0,0,0,1,F,Grand Theft in the 3rd Degree,3,Low
Male,24,Less than 25,African-American,0,0,0,0,F,Possession of Cannabis,10,High
Male,23,Less than 25,African-American,0,0,1,1,F,Possession of Cocaine,7,Medium
Male,42,25 - 45,Caucasian,0,0,0,3,F,Solicitation On Felony 3 Deg,5,Medium
Male,38,25 - 45,African-American,0,0,0,3,F,Felony Battery (Dom Strang),2,Low
Male,67,Greater than 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,1,Low
Male,23,Less than 25,Caucasian,0,0,0,2,F,Aggravated Assault W/Dead Weap,6,Medium
Male,40,25 - 45,African-American,1,0,0,15,F,arrest case no charge,8,High
Male,37,25 - 45,African-American,0,0,0,10,F,Leaving the Scene of Accident,7,Medium
Female,22,Less than 25,African-American,0,1,0,3,M,Petit Theft $100- $300,9,High
Male,31,25 - 45,Caucasian,0,0,0,6,M,Battery,3,Low
Male,24,Less than 25,Other,0,0,0,5,M,arrest case no charge,6,Medium
Female,30,25 - 45,African-American,0,3,2,10,F,Possession of Cocaine,10,High
Male,35,25 - 45,African-American,0,0,0,0,F,"Poss3,4 Methylenedioxymethcath",7,Medium
Male,57,Greater than 45,African-American,0,0,0,23,F,arrest case no charge,8,High
Male,65,Greater than 45,Caucasian,0,0,0,3,F,Burglary Unoccupied Dwelling,2,Low
Female,22,Less than 25,Caucasian,0,0,0,0,M,Battery,9,High
Female,35,25 - 45,African-American,0,0,0,2,F,arrest case no charge,6,Medium
Male,29,25 - 45,African-American,0,1,0,2,M,Battery,3,Low
Male,22,Less than 25,African-American,0,0,0,0,M,Poss Of RX Without RX,3,Low
Male,31,25 - 45,Hispanic,0,0,0,8,F,Driving While License Revoked,3,Low
Male,25,25 - 45,Caucasian,0,0,0,2,F,Grand Theft in the 3rd Degree,5,Medium
Male,37,25 - 45,African-American,0,0,0,1,F,Felony Petit Theft,10,High
Male,35,25 - 45,African-American,0,0,1,5,F,Battery on Law Enforc Officer,8,High
Male,26,25 - 45,African-American,0,0,0,2,F,Burglary Conveyance Unoccup,2,Low
Male,35,25 - 45,African-American,0,0,0,7,F,arrest case no charge,3,Low
Male,50,Greater than 45,Caucasian,0,0,0,3,M,Reckless Driving,4,Low
Male,25,25 - 45,African-American,0,0,0,3,F,Possession of Cocaine,6,Medium
Female,65,Greater than 45,Caucasian,0,0,0,1,M,Lve/Scen/Acc/Veh/Prop/Damage,1,Low
Male,24,Less than 25,Other,0,0,0,3,M,Battery,8,High
Female,30,25 - 45,African-American,0,1,0,4,F,Possession of Cocaine,6,Medium
Female,35,25 - 45,Hispanic,0,0,0,0,M,Battery,2,Low
Male,30,25 - 45,African-American,0,0,0,14,F,arrest case no charge,6,Medium
Male,24,Less than 25,Caucasian,0,0,0,1,M,Criminal Mischief Damage <$200,2,Low
Female,27,25 - 45,African-American,0,0,0,4,F,Drivg While Lic Suspd/Revk/Can,6,Medium
Male,31,25 - 45,African-American,0,0,0,0,F,Deliver Cocaine,6,Medium
Male,31,25 - 45,Caucasian,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low
Female,32,25 - 45,African-American,0,0,0,3,F,arrest case no charge,2,Low
Male,29,25 - 45,Caucasian,0,0,0,6,F,Possession of Hydromorphone,5,Medium
Male,59,Greater than 45,African-American,0,0,0,3,F,arrest case no charge,3,Low
Male,24,Less than 25,African-American,0,0,0,1,M,Battery,2,Low
Male,33,25 - 45,African-American,0,0,0,0,F,Burglary Conveyance Unoccup,10,High
Female,35,25 - 45,Other,0,0,0,0,M,Battery,1,Low
Male,28,25 - 45,Caucasian,0,0,0,9,F,arrest case no charge,8,High
Female,40,25 - 45,Other,0,0,0,0,F,arrest case no charge,1,Low
Male,45,Greater than 45,Other,0,0,0,0,M,Battery,3,Low
Male,24,Less than 25,African-American,0,0,0,0,F,"Possession Of 3,4Methylenediox",9,High
Male,62,Greater than 45,Caucasian,0,0,0,0,F,Crim Use of Personal ID Info,1,Low
Female,25,25 - 45,African-American,0,0,0,4,F,arrest case no charge,7,Medium
Male,25,25 - 45,Other,0,0,0,1,F,Possession of Cocaine,3,Low
Male,49,Greater than 45,African-American,0,0,0,1,M,Assault,7,Medium
Male,47,Greater than 45,African-American,0,0,0,3,F,Poss Pyrrolidinovalerophenone,8,High
Male,37,25 - 45,African-American,0,0,0,14,F,Driving While License Revoked,8,High
Male,28,25 - 45,African-American,0,2,0,21,F,Driving While License Revoked,10,High
Female,26,25 - 45,African-American,0,0,0,3,F,Pos Cannabis W/Intent Sel/Del,2,Low
Male,48,Greater than 45,Other,0,0,0,4,F,Driving While License Revoked,2,Low
Male,20,Less than 25,African-American,0,1,0,1,F,Grand Theft (Motor Vehicle),8,High
Male,34,25 - 45,African-American,0,0,0,9,F,Pos Cannabis W/Intent Sel/Del,10,High
Male,21,Less than 25,African-American,0,0,1,0,F,Grand Theft in the 3rd Degree,8,High
Male,21,Less than 25,African-American,0,1,1,3,M,Battery,8,High
Male,29,25 - 45,Caucasian,0,0,0,1,F,Possession Of Heroin,4,Low
Male,46,Greater than 45,Caucasian,0,0,0,4,F,"Poss3,4 Methylenedioxymethcath",4,Low
Male,57,Greater than 45,African-American,0,0,0,8,M,DUI Level 0.15 Or Minor In Veh,4,Low
Male,29,25 - 45,African-American,0,0,0,5,F,Possession of Cocaine,8,High
Male,22,Less than 25,Caucasian,0,0,0,0,M,Battery,4,Low
Male,56,Greater than 45,Hispanic,0,0,0,10,M,Battery,2,Low
Female,33,25 - 45,Caucasian,0,0,0,1,M,Battery,6,Medium
Male,27,25 - 45,Other,0,0,0,0,F,Crim Use of Personal ID Info,4,Low
Male,40,25 - 45,African-American,0,0,0,3,F,Fleeing Or Attmp Eluding A Leo,8,High
Male,48,Greater than 45,Other,0,0,0,0,M,Viol Injunct Domestic Violence,1,Low
Male,19,Less than 25,African-American,0,1,0,2,F,Grand Theft in the 3rd Degree,7,Medium
Male,39,25 - 45,Caucasian,6,1,0,17,F,Possession of Cocaine,7,Medium
Male,25,25 - 45,African-American,0,0,0,1,F,arrest case no charge,3,Low
Male,32,25 - 45,Caucasian,0,2,1,10,F,Crlty Twrd Child Urge Oth Act,5,Medium
Male,23,Less than 25,Caucasian,0,0,0,4,M,Battery,5,Medium
Male,58,Greater than 45,African-American,0,0,0,10,F,Possession of Cocaine,3,Low
Male,42,25 - 45,African-American,0,0,0,9,F,Possession of Cannabis,6,Medium
Male,52,Greater than 45,Hispanic,0,0,0,3,F,Driving While License Revoked,4,Low
Male,26,25 - 45,Caucasian,0,0,0,1,F,Grand Theft (Motor Vehicle),4,Low
Male,33,25 - 45,Caucasian,0,0,0,1,F,arrest case no charge,2,Low
Male,33,25 - 45,African-American,0,0,0,2,F,Grand Theft in the 3rd Degree,8,High
Male,32,25 - 45,African-American,0,0,0,0,F,False Imprisonment,2,Low
Male,34,25 - 45,Hispanic,0,0,0,14,F,Grand Theft in the 3rd Degree,9,High
Female,29,25 - 45,Caucasian,0,0,0,0,M,Battery,2,Low
Male,38,25 - 45,African-American,0,0,0,19,F,arrest case no charge,9,High
Male,27,25 - 45,African-American,0,0,0,6,F,Possession Burglary Tools,8,High
Male,25,25 - 45,Caucasian,0,0,0,0,M,Disorderly Intoxication,2,Low
Male,30,25 - 45,African-American,0,0,0,8,F,arrest case no charge,9,High
Male,41,25 - 45,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,7,Medium
Male,59,Greater than 45,African-American,0,0,0,8,F,Possession of Cocaine,4,Low
Male,21,Less than 25,Caucasian,0,0,0,1,M,Battery,4,Low
Male,30,25 - 45,African-American,0,0,0,0,F,Felony Battery (Dom Strang),1,Low
Male,45,Greater than 45,African-American,0,0,0,13,M,Viol Injunction Protect Dom Vi,7,Medium
Male,23,Less than 25,Caucasian,0,0,1,0,F,False Imprisonment,9,High
Female,23,Less than 25,African-American,0,0,0,0,F,Felony Petit Theft,7,Medium
Male,39,25 - 45,African-American,0,0,0,3,F,arrest case no charge,2,Low
Female,26,25 - 45,African-American,0,0,0,5,F,Aggrav Battery w/Deadly Weapon,5,Medium
Female,26,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,2,Low
Male,21,Less than 25,African-American,0,0,0,0,M,Battery,4,Low
Male,30,25 - 45,Caucasian,0,1,1,3,F,Tampering with a Victim,3,Low
Male,44,25 - 45,Caucasian,0,0,0,0,F,Grand Theft (Motor Vehicle),4,Low
Male,23,Less than 25,African-American,0,0,0,0,M,Lewdness Violation,4,Low
Female,49,Greater than 45,African-American,0,0,0,1,F,Felony Driving While Lic Suspd,1,Low
Male,24,Less than 25,African-American,0,0,0,1,F,Possession of Cocaine,5,Medium
Female,21,Less than 25,African-American,0,0,0,1,F,arrest case no charge,4,Low
Male,28,25 - 45,Caucasian,0,0,0,2,F,arrest case no charge,2,Low
Male,23,Less than 25,Other,0,2,0,7,F,Carrying Concealed Firearm,6,Medium
Female,24,Less than 25,African-American,0,0,0,2,F,Felony Driving While Lic Suspd,6,Medium
Male,24,Less than 25,African-American,1,0,0,2,M,Prostitution/Lewd Act Assignation,10,High
Male,33,25 - 45,African-American,0,0,0,1,M,Battery,1,Low
Male,46,Greater than 45,Caucasian,0,0,0,0,F,Possession of Cocaine,1,Low
Female,38,25 - 45,Caucasian,0,0,0,1,M,Battery,6,Medium
Female,24,Less than 25,African-American,0,0,0,0,M,Exposes Culpable Negligence,5,Medium
Female,38,25 - 45,African-American,0,0,0,0,M,Viol Prot Injunc Repeat Viol,4,Low
Male,28,25 - 45,African-American,0,0,0,5,M,Battery,5,Medium
Male,25,25 - 45,Caucasian,0,0,1,6,M,Petit Theft,5,Medium
Male,40,25 - 45,African-American,0,0,0,5,F,arrest case no charge,7,Medium
Male,21,Less than 25,African-American,0,0,0,0,F,Burglary Conveyance Unoccup,4,Low
Male,28,25 - 45,African-American,0,1,0,10,F,arrest case no charge,7,Medium
Male,31,25 - 45,African-American,5,0,0,10,F,arrest case no charge,9,High
Female,57,Greater than 45,African-American,0,0,0,0,M,Resist/Obstruct W/O Violence,1,Low
Male,25,25 - 45,African-American,0,0,0,0,M,Battery,2,Low
Male,22,Less than 25,African-American,0,4,0,7,F,arrest case no charge,8,High
Male,31,25 - 45,African-American,0,0,0,3,F,Burglary Dwelling Assault/Batt,3,Low
Male,43,25 - 45,African-American,0,0,0,7,F,arrest case no charge,4,Low
Female,25,25 - 45,Caucasian,0,0,0,0,M,Driving Under The Influence,4,Low
Male,39,25 - 45,Hispanic,0,0,0,1,M,Battery,2,Low
Male,40,25 - 45,African-American,0,0,0,1,F,Felony Driving While Lic Suspd,1,Low
Male,20,Less than 25,African-American,0,0,0,0,F,Burglary Structure Unoccup,5,Medium
Male,35,25 - 45,African-American,0,0,0,2,M,Possess Cannabis/20 Grams Or Less,7,Medium
Male,34,25 - 45,African-American,0,0,0,1,M,arrest case no charge,1,Low
Female,38,25 - 45,African-American,0,0,0,3,F,Driving While License Revoked,1,Low
Male,21,Less than 25,Caucasian,0,0,0,0,F,Possession of Cannabis,7,Medium
Male,25,25 - 45,African-American,0,0,0,0,M,Battery,1,Low
Male,53,Greater than 45,African-American,0,0,0,6,M,Petit Theft,6,Medium
Female,50,Greater than 45,African-American,0,0,0,4,F,Aggrav Battery w/Deadly Weapon,3,Low
Female,23,Less than 25,Caucasian,0,0,0,1,M,Battery,6,Medium
Male,22,Less than 25,Other,0,0,0,0,F,Grand Theft in the 3rd Degree,5,Medium
Male,27,25 - 45,Caucasian,0,0,0,0,M,Susp Drivers Lic 1st Offense,3,Low
Male,29,25 - 45,African-American,0,0,0,5,F,Possession of Cannabis,8,High
Male,26,25 - 45,African-American,0,0,0,1,F,arrest case no charge,10,High
Male,37,25 - 45,African-American,1,8,5,23,F,Deliver Cocaine,8,High
Male,36,25 - 45,African-American,0,2,1,25,M,Battery,10,High
Male,28,25 - 45,African-American,0,0,0,18,F,Deliver Cannabis,10,High
Male,49,Greater than 45,African-American,0,0,0,1,M,arrest case no charge,1,Low
Male,36,25 - 45,African-American,0,0,0,11,F,Driving While License Revoked,7,Medium
Male,26,25 - 45,Hispanic,0,0,1,9,F,Battery on Law Enforc Officer,7,Medium
Male,40,25 - 45,Caucasian,1,0,0,9,F,arrest case no charge,9,High
Male,21,Less than 25,African-American,1,0,0,7,F,Fleeing Or Attmp Eluding A Leo,10,High
Male,22,Less than 25,Other,0,0,0,0,F,False Imprisonment,2,Low
Male,26,25 - 45,African-American,0,0,0,7,F,Poss Cocaine/Intent To Del/Sel,7,Medium
Female,27,25 - 45,African-American,0,0,0,0,M,Battery,3,Low
Male,35,25 - 45,African-American,0,0,0,1,F,Pos Cannabis W/Intent Sel/Del,2,Low
Male,37,25 - 45,Hispanic,0,0,0,3,M,Battery,1,Low
Male,36,25 - 45,African-American,1,0,0,26,F,Poss Cocaine/Intent To Del/Sel,8,High
Female,32,25 - 45,Other,0,0,0,0,M,Viol Injunct Domestic Violence,2,Low
Male,52,Greater than 45,Caucasian,0,0,0,1,F,arrest case no charge,1,Low
Male,38,25 - 45,African-American,0,0,0,0,F,Aggrav Battery w/Deadly Weapon,4,Low
Male,54,Greater than 45,African-American,0,0,0,11,F,arrest case no charge,8,High
Male,71,Greater than 45,Caucasian,0,0,0,13,F,Felony Driving While Lic Suspd,2,Low
Male,27,25 - 45,African-American,0,4,4,9,F,Poss Pyrrolidinovalerophenone W/I/D/S,7,Medium
Female,39,25 - 45,Caucasian,0,0,0,1,F,Possession of Cocaine,4,Low
Male,34,25 - 45,Other,0,0,0,1,M,Driving License Suspended,2,Low
Male,23,Less than 25,Other,0,0,0,0,M,Battery,8,High
Female,36,25 - 45,African-American,0,0,0,5,F,Battery on Law Enforc Officer,6,Medium
Male,27,25 - 45,Caucasian,0,0,0,0,F,Grand Theft in the 3rd Degree,4,Low
Male,23,Less than 25,African-American,0,0,3,2,F,Carrying Concealed Firearm,4,Low
Female,31,25 - 45,African-American,0,2,0,10,F,Uttering a Forged Instrument,8,High
Male,24,Less than 25,Caucasian,0,0,0,8,F,arrest case no charge,9,High
Female,37,25 - 45,Caucasian,0,0,0,2,F,Tampering With Physical Evidence,8,High
Male,26,25 - 45,Caucasian,0,0,0,0,F,Possession of Cannabis,3,Low
Male,41,25 - 45,African-American,0,0,0,4,M,Battery,1,Low
Male,46,Greater than 45,Caucasian,0,0,0,2,F,Solicit To Deliver Cocaine,3,Low
Female,56,Greater than 45,Caucasian,0,0,0,10,F,Possession of Cocaine,5,Medium
Male,23,Less than 25,African-American,0,0,0,0,F,Grand Theft in the 3rd Degree,3,Low
Female,23,Less than 25,African-American,0,0,0,1,F,Poss Pyrrolidinovalerophenone,5,Medium
Male,25,25 - 45,African-American,0,0,0,0,F,Poss/Sell/Del Cocaine 1000FT Sch,8,High
Male,24,Less than 25,African-American,0,0,0,1,F,Poss Cocaine/Intent To Del/Sel,7,Medium
Male,24,Less than 25,Caucasian,0,0,0,2,F,Burglary Conveyance Unoccup,7,Medium
Male,23,Less than 25,African-American,0,0,0,0,F,Burglary Unoccupied Dwelling,9,High
Female,53,Greater than 45,Caucasian,0,0,0,0,M,DUI Property Damage/Injury,1,Low
